Art_Title,Department,Submission_Date,Artist,Nationality,Gender,Birth,Death
Bambù Vases (model 3084),Architecture & Design,1969,Enzo Mari,Italian,Male,1932,1975
Poster of the French National Railroad,Architecture & Design,1921,Album-miscellaneous,Various,Unknown,1915,1975
"Untitled, from the series Ceasefire (Waffenruhe)",Photography,1986,Michael Schmidt,German,Male,1945,2014
Mayhem,Film,1987,Abigail Child,American,Female,1948,1975
Concert Hall project (Interior perspective),Architecture & Design,1942,Ludwig Mies van der Rohe,American,Male,1886,1969
What it is like to be what you are not,Prints & Illustrated Books,1993,Rosemarie Trockel,German,Female,1952,1975
Midnight + Noon III from Midnight and Noon,Prints & Illustrated Books,1964,Josef Albers,American,Male,1888,1976
The Widow,Drawings,1976,Robert Motherwell,American,Male,1915,1991
Boys and Girls,Prints & Illustrated Books,1964,R. B. Kitaj,American,Male,1932,2007
Fair Wind II (Bon vent II),Prints & Illustrated Books,1962,Jean Dubuffet,French,Male,1901,1985
On Meeting Beauty II,Prints & Illustrated Books,1958,Chaim Koppelman,American,Male,1920,2009
Untitled,Photography,1926,Karl Grill,Austrian,Male,1889,1966
"Tucson, Arizona",Photography,2002,Lee Friedlander,American,Male,1934,1975
KOSHARE (Plate 1 from PRINTS IN THE DESERT),Prints & Illustrated Books,1950,Frederick O'Hara,American,Male,1904,1975
Gaze,Photography,1950,Goro Ike,Japanese,Male,1911,1975
Cairo Passing from 1776 USA 1976 Bicentennial Prints,Prints & Illustrated Books,1975,Walter Darby Bannard,American,Male,1934,2016
Yamflug / 5 Post 5,Prints & Illustrated Books,1963,Robert Watts,American,Male,1923,1988
Prefissi from Insicuro Noncurante,Prints & Illustrated Books,1970,Alighiero Boetti,Italian,Male,1940,1994
"Plate 5 of 9, from the illustrated book, He Disappeared into Complete Silence",Prints & Illustrated Books,1946,Louise Bourgeois,American,Female,1911,2010
Plate (page 35) from LES CONQUÉRANTS,Prints & Illustrated Books,1948,André Masson,French,Male,1896,1987
Untitled,Prints & Illustrated Books,1979,Hannelore Baron,American,Female,1926,1987
Untitled,Architecture & Design,1965,Raj Rewal,Indian,Male,1934,1975
ROCKS,Prints & Illustrated Books,1961,Nono Reinhold,Dutch,Female,1929,1975
"Proof of 3rd color for Plate 3 (supplementary suite, plate 30) from FOUR TALES FROM THE ARABIAN NIGHTS",Prints & Illustrated Books,1944,Marc Chagall,French,Male,1887,1985
"Illustration for a Story, plate 11 from the portfolio Twenty-five Prints of José-Guadelupe Posada",Prints & Illustrated Books,1927,José-Guadalupe Posada,Mexican,Male,1852,1913
Port de Solférino,Photography,1911,Eugène Atget,French,Male,1857,1927
Melancholy of a Rooftop,Painting & Sculpture,1942,Arthur Osver,American,Male,1912,2006
No Title (The analogy stopped),Drawings,1987,Raymond Pettibon,American,Male,1957,1975
GLADIATORS' SCHOOL I (unbound plate) from LE MYSTÈRE LAÏC,Prints & Illustrated Books,1928,Giorgio de Chirico,Italian,Male,1888,1978
Dreizhen Steinzeichnungen,Prints & Illustrated Books,1921,Aleksandr Archipenko,American,Male,1887,1964
EIGHT POEMS,Prints & Illustrated Books,1962,Robert Andrew Parker,American,Male,1927,1975
Headpiece (page 301) from FABLES,Prints & Illustrated Books,1818,Thomas Bewick,British,Male,1753,1828
Title page from Taos Quartet in Three Movements by Merle Armitage,Prints & Illustrated Books,1950,Richard Pousette-Dart,American,Male,1916,1992
PUITS. SAINT-JULIEN-LE-PAUVRE,Photography,1910,Eugène Atget,French,Male,1857,1927
Roll Call of Returning Troops (Appell der Zurückgekehrten) from The War (Der Krieg),Prints & Illustrated Books,1924,Otto Dix,German,Male,1891,1969
"Scene for a New Heritage – New Possibilities Series, A",Drawings,2004,David Maljković,Croatian,Male,1973,1975
"Untitled, plate 1 of 9, from the illustrated book, Ode à Ma Mère",Prints & Illustrated Books,1995,Louise Bourgeois,American,Female,1911,2010
Abstraction,Photography,1945,Harry Callahan,American,Male,1912,1999
Burlesque Queen,Prints & Illustrated Books,1933,Yasuo Kuniyoshi,American,Male,1889,1953
La Revue blanche,Prints & Illustrated Books,1895,Henri de Toulouse-Lautrec,French,Male,1864,1901
Za proletars'ki mystets'ki kadry,Prints & Illustrated Books,1932,Ia Rudens'kyi,Unknown,Unknown,1915,1975
Portrait of Marinetti,Prints & Illustrated Books,1914,Nikolai Kul'bin,Russian,Male,1868,1917
Mantram No. 2,Fluxus Collection,1965,Albert M. Fine,American,Male,1932,1987
"TRAVELER AT AN OBSCURE SITE, proof of 3rd color (supplementary suite, plate 46) from ANVOUAIAJE PAR IN NINBESIL AVEC DE ZIMAJE",Prints & Illustrated Books,1949,Jean Dubuffet,French,Male,1901,1985
"Furniture Commissions for Wolf House, Gubin, Poland (Floor plan and elevations, with furniture placement. Dining room.)",Architecture & Design,1938,Lilly Reich,German,Female,1885,1947
Headpiece and pictorial initial I (page 5) from DINGO,Prints & Illustrated Books,1924,Pierre Bonnard,French,Male,1867,1947
Untitled #41,Prints & Illustrated Books,1988,José Antonio Suárez Londoño,Colombian,Male,1955,1975
Selected Works: Reel 3,Media and Performance Art,1972,William Wegman,American,Male,1943,1975
"Le Lit, Gros Édredon, Bleu",Prints & Illustrated Books,1997,Louise Bourgeois,American,Female,1911,2010
Ozymyna. Al'manakh tr'okh,Prints & Illustrated Books,1923,Russian Book Collection,Unknown,Unknown,1915,1975
Plate (folio 39) from Geometric Figures within Geometric Figures,Prints & Illustrated Books,1976,Sol LeWitt,American,Male,1928,2007
Monk and Children (Mönch und Kinder),Prints & Illustrated Books,1921,Christian Rohlfs,German,Male,1849,1938
"Ambassade d'Autriche, 57 rue de Varenne",Photography,1905,Eugène Atget,French,Male,1857,1927
Here Everything Is Still Floating (Hier ist noch alles in der Schwebe),Drawings,1920,Max Ernst,French,Male,1891,1976
Untitled from Small Anatomy (Kleine Anatomie),Prints & Illustrated Books,1963,Paul Wunderlich,German,Male,1927,2010
Wishbone,Prints & Illustrated Books,1999,Louise Bourgeois,American,Female,1911,2010
"Provincetown, Massachusetts",Photography,1968,Lee Friedlander,American,Male,1934,1975
Plate (folio 13) from (POEMS),Prints & Illustrated Books,1977,Willem de Kooning,American,Male,1904,1997
Untitled from Ombre,Prints & Illustrated Books,2007,Markus Raetz,Swiss,Male,1941,1975
PORTRAIT OF THE ARTIST (frontispiece) from ÉLOGE DE VAN DONGEN,Prints & Illustrated Books,1957,Kees van Dongen,French,Male,1877,1968
"Prince Studio, Bhavnaggar, Gujarat",Photography,2016,Ketaki Sheth,Indian,Female,1957,1975
Untitled,Drawings,1989,Günther Förg,German,Male,1952,2013
Headpiece (page 299) from FABLES,Prints & Illustrated Books,1818,Thomas Bewick,British,Male,1753,1828
Plate (folio 38) from POEMS,Prints & Illustrated Books,1977,Willem de Kooning,American,Male,1904,1997
Repairmen. (two men repairing train),Photography,1955,Simpson Kalisher,American,Male,1926,1975
Jean Genêt,Photography,1948,Brassaï (Gyula Halász),French,Male,1899,1984
Stamp (Carimbo),Prints & Illustrated Books,1978,Carmela Gross,Brazilian,Female,1946,1975
Indonesia,Photography,1958,Dorothea Lange,American,Female,1895,1965
Water Structures,Photography,1973,Jan Dibbets,Dutch,Male,1941,1975
Diary: April 22nd '70 in New York (c),Prints & Illustrated Books,1970,Tetsuya Noda,Japanese,Male,1940,1975
In-text plate (folio 41) from THE DONKEY AND THE DARLING,Prints & Illustrated Books,1972,Larry Rivers,American,Male,1923,2002
Jollies,Media and Performance Art,1990,Sadie Benning,American,Female,1973,1975
Frolic Architecture,Prints & Illustrated Books,2009,James Welling,American,Male,1951,1975
Dicembre 1983,Drawings,1983,Alighiero Boetti,Italian,Male,1940,1994
"NAVAL SKIRMISH, plate 31 (folio 70) from PICTURE BOOK",Prints & Illustrated Books,1933,Jean Charlot,American,Male,1898,1979
F (Figure),Drawings,1994,James Lee Byars,American,Male,1932,1997
Eight studies from the dance The Matter,Drawings,1971,David Gordon,American,Male,1936,1975
Fish Knife and Fork,Architecture & Design,1900,Josef Hoffmann,Austrian,Male,1870,1956
Calotypes by D.O. Hill,Photography,1845,David Octavius Hill,British,Male,1802,1870
Keyboard Dances,Prints & Illustrated Books,1963,Philip Corner,American,Male,1933,1975
Mal'va,Prints & Illustrated Books,1919,Valentina Khodasevich,Unknown,Female,1915,1975
"Effect of the Uplift Bra: Atypical, Typical",Photography,1970,Robert Cumming,American,Male,1943,1975
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Prints & Illustrated Books,1914,Unknown,Unknown,Unknown,1915,1975
Five Tyres remoulded (portfolio),Prints & Illustrated Books,1971,Richard Hamilton,British,Male,1922,2011
"Fracture, state 13",Prints & Illustrated Books,2008,Steve DiBenedetto,American,Male,1958,1975
"Ciudad del Carmen, Mexico",Photography,1963,Henri Cartier-Bresson,French,Male,1908,2004
Untitled,Painting & Sculpture,1989,Joel Shapiro,American,Male,1941,1975
Untitled #62,Prints & Illustrated Books,1992,José Antonio Suárez Londoño,Colombian,Male,1955,1975
Children's Books,Architecture & Design,1894,Aubrey Beardsley,British,Male,1872,1898
S.O.S. Smoke Signals from Underground (SOS. Senyals de fum des d'un subsòl),Drawings,2016,Antoni Llena,Spanish,Male,1942,1975
Untitled (16 January 1971),Drawings,1971,Robert Overby,American,Male,1935,1993
Untitled,Drawings,1968,Lawrence Weiner,American,Male,1942,1975
Rendition,Film,2007,Gavin Hood,Unknown,Male,1915,1975
Reifying Desire 3,Media and Performance Art,2012,Jacolby Satterwhite,American,Male,1986,1975
Untitled from Cuban Sketch Book,Drawings,1917,Jules Pascin,American,Male,1885,1930
"Rain, Beartrack Cove, Alaska",Photography,1948,Ansel Adams,American,Male,1902,1984
"Memorial to the Six Million Jewish Martyrs project, New York, New York",Architecture & Design,1968,Louis I. Kahn,American,Male,1901,1974
"Variant of in-text plate from page 45 (supplementary suite, plate 8) from L'APPEL DU CLOWN",Prints & Illustrated Books,1930,André Dunoyer de Segonzac,French,Male,1884,1974
Goodfellas,Film,1990,Martin Scorsese,American,Male,1942,1975
Untitled,Prints & Illustrated Books,2016,Laura Owens,American,Female,1970,1975
Ira Cohen,Architecture & Design,1950,Robert Brownjohn,American,Male,1925,1970
"Untitled, plate 9 of 14, from the portfolio, Autobiographical Series",Prints & Illustrated Books,1993,Louise Bourgeois,American,Female,1911,2010
Untitled,Photography,1994,Gilles Peress,French,Male,1946,1975
"Untitled, plate 6 of 7, from the portfolio, Metamorfosis",Prints & Illustrated Books,1997,Louise Bourgeois,American,Female,1911,2010
Plate (folio 22) from SELF PORTRAITS,Prints & Illustrated Books,1983,James Brown,American,Male,1951,1975
Tutti i Motori Ferrari,Architecture & Design,2002,Irma Boom,Dutch,Female,1960,1975
Untitled,Drawings,1951,Jackson Pollock,American,Male,1912,1956
"La treille from the portfolio Bayard: XXV Calotypes, 1842-1850",Photography,1846,Hippolyte Bayard,French,Male,1801,1887
Early Summer,Photography,1941,Fukuhara Roso,Japanese,Male,1892,1946
Pioneer from The Hundred Videos,Media and Performance Art,1994,Steve Reinke,Canadian,Male,1963,1975
"Costume for Butterfly, costume design for Aleko (Scene IV)",Drawings,1942,Marc Chagall,French,Male,1887,1985
Still Life with Serial Killers,Photography,1991,JoAnn Verburg,American,Female,1950,1975
"The Mallies Household, Rustdene Township, Beaufort West",Photography,2006,Mikhael Subotzky,South African,Male,1981,1975
"Collected Works, Volume 4: Bok 4a and Bok 5: versions of the books published by forlag ed Reykjavík 1961 from Collected Works, Volumes 1-20",Prints & Illustrated Books,1972,Dieter Roth,Swiss,Male,1930,1998
Vignette (facing page 1) from LA BELLE ENFANT,Prints & Illustrated Books,1930,Raoul Dufy,French,Male,1877,1953
"Akron, Ohio",Photography,1980,Lee Friedlander,American,Male,1934,1975
Kathy Rose,Photography,1984,Peggy Jarrell Kaplan,American,Female,1943,1975
Untitled from Kracked,Prints & Illustrated Books,1993,Ed Moses,American,Male,1926,2018
"Sketchbook: El Golea, II",Drawings,1948,Jean Dubuffet,French,Male,1901,1985
Amorpha: Fugue in Two Colors,Drawings,1912,František Kupka,Czech,Male,1871,1957
Anxiety Painting,Painting & Sculpture,2014,Avery Singer,American,Unknown,1987,1975
Plate (folio 68) from LA VILLE,Prints & Illustrated Books,1925,Frans Masereel,Belgian,Male,1889,1972
Plate (page 247) from LE SATYRICON,Prints & Illustrated Books,1942,André Derain,French,Male,1880,1954
Plate I (folio 5) from SEA BIRD SAGA,Prints & Illustrated Books,1966,Wallace Putnam,American,Male,1899,1989
"Gas Victims (Templeux-La-Fosse, August 1916) [Gastote: Templeux-La-Fosse, August 1916] from The War (Der Krieg)",Prints & Illustrated Books,1924,Otto Dix,German,Male,1891,1969
"Furniture Commissions for Wolf House, Gubin, Poland (Plan and elevation. Stool for children's study.)",Architecture & Design,1938,Lilly Reich,German,Female,1885,1947
Plate (folio 24) from LES DOUZE PORTRAITS DU CÉLÈBRE ORBANDALE,Prints & Illustrated Books,1962,Alberto Giacometti,Swiss,Male,1901,1966
"Couple Eating Fish and Chips, Whitley Bay, Tyneside",Photography,1975,Chris Killip,British,Male,1946,1975
"Stockholm Master Plan, project",Architecture & Design,1932,Jean Tschumi,Swiss,Male,1904,1962
übermalung (over painting),Drawings,1962,Josip Vaništa,Croatian,Male,1924,2018
Plate (folio 29) from L'Enchanteur pourrissant,Prints & Illustrated Books,1909,André Derain,French,Male,1880,1954
Lineament (for Parkett no. 26),Prints & Illustrated Books,1990,Philip Taaffe,American,Male,1955,1975
"The Hour Is Devoted to Revenge, no. 7 of 9, component A, from the series, What Is the Shape of This Problem?",Prints & Illustrated Books,1999,Louise Bourgeois,American,Female,1911,2010
Japanese Graphic Design - Contemporary,Architecture & Design,1972,Frances Butler,American,Female,1940,1975
Untitled from the series Lyric Suite,Drawings,1965,Robert Motherwell,American,Male,1915,1991
"First Unitarian Church and School, Rochester, New York, Plan, elevation, and perspective sketches",Architecture & Design,1959,Louis I. Kahn,American,Male,1901,1974
Publisher's device (title page) from LA RÉVOLTE DES ANGES,Prints & Illustrated Books,1948,Kees van Dongen,French,Male,1877,1968
Just Being a Good Daughter,Photography,1975,Ilene Segalove,American,Female,1950,1975
Shest' masok (Six Masks),Prints & Illustrated Books,1927,Vera Ermolaeva,Russian,Female,1915,1975
Twice Sold Object: Dominique's U.S. Senate Bean Soup,Prints & Illustrated Books,2006,William Pope.L,American,Male,1955,1975
Ancient Costumes,Photography,1873,John Thomson,British,Male,1837,1921
"Plate (volume II, folio 2) from FORMULATION: ARTICULATION",Prints & Illustrated Books,1971,Josef Albers,American,Male,1888,1976
Valentine,Drawings,1947,Willem de Kooning,American,Male,1904,1997
Physik des Alltags,Architecture & Design,1950,Otl Aicher (also known as Otto Aicher),German,Male,1922,1991
Email correspondence between Kinmont and Aude Tincelin regarding Kinmont’s projects and the translation of Kinmont’s ethics text,Prints & Illustrated Books,2006,Ben Kinmont,American,Male,1963,1975
Switzerland and Other Islands: Political Map,Prints & Illustrated Books,2006,Aleksandra Mir,American,Female,1967,1975
Follow the Child within You,Prints & Illustrated Books,1998,Louise Bourgeois,American,Female,1911,2010
"Royal Palace (a), design for the play Ubu Roi",Drawings,1966,David Hockney,British,Male,1937,1975
Plate (folio 21 verso) from AUTONOMIE DER FARBE,Prints & Illustrated Books,1983,Frank Badur,German,Male,1944,1975
"Bowling Game, Festival of Misfits, outside by the Marble Arch, London, October 23- November 8, 1962",Prints & Illustrated Books,1962,Robert Filliou,French,Male,1926,1987
Gisele,Painting & Sculpture,2000,Paulo Monteiro,Brazilian,Male,1961,1975
Martha's Vineyard 26,Photography,1953,Aaron Siskind,American,Male,1903,1991
General from Geroi i zhertvy revoliutsii. Oktiabr' 1917-1918 (Heroes and Victims of the Revolution: October 1917-1918),Prints & Illustrated Books,1918,Jean Pougny (Ivan Puni),Russian,Male,1892,1956
Untitled,Photography,1940,Alfredo Boulton,Venezuelan,Male,1908,1995
Untitled,Prints & Illustrated Books,1967,Paul (Pavel Mansurov) Mansouroff,Russian,Male,1896,1984
Untitled,Photography,1977,Thomas Roma,American,Male,1950,1975
AFRICA 5 from the AFRICA SUITE,Prints & Illustrated Books,1970,Robert Motherwell,American,Male,1915,1991
Artist's proof for plate 4 from HOMAGE TO ODILON REDON,Prints & Illustrated Books,1959,George Lockwood,American,Male,1929,1969
Stacking Side Chair,Architecture & Design,1952,Hans Wegner,Danish,Male,1914,2007
Umble #2,Drawings,1970,Richard Artschwager,American,Male,1923,2013
La rue Saint Romain. Rouen,Photography,1907,Eugène Atget,French,Male,1857,1927
Waves of Sea and Gypsum,Photography,1929,Walter A. Peterhans,American,Male,1897,1960
"Untitled, from On the Needles of These Days (Na jehlách těchto dní ) (1945)",Photography,1934,Jindřich Štyrský,Czech,Male,1899,1942
Headpiece (page 13) from LES JUIFVES,Prints & Illustrated Books,1948,Léon Zack,French,Male,1892,1980
"Preliminary costume design for ""A Midsummer Night's Dream"" at the Heidelberg Festival",Architecture & Design,1926,Hans Poelzig,German,Male,1869,1936
"Reclining Chair without Arms (One elevation sketch, one perspective sketch)",Architecture & Design,1934,Ludwig Mies van der Rohe,American,Male,1886,1969
Plate (page 139) from the illustrated book Carmen,Prints & Illustrated Books,1948,Pablo Picasso,Spanish,Male,1881,1973
Wrapper front from VISAGES,Prints & Illustrated Books,1946,Henri Matisse,French,Male,1869,1954
Untitled,Photography,1949,Unknown,Unknown,Unknown,1915,1975
Untitled,Prints & Illustrated Books,1946,Alexander Calder,American,Male,1898,1976
"CON LA CRUZ EN EL PECHO Y EL CORAZON SIN DIOS, COMIENZAN SU LABOR DE EXTERMINIO(WITH THE CRUCIFIX ON THEIR BREAST.)Plate 5 from LA ESPANA DE FRANCO",Prints & Illustrated Books,1938,Raúl Anguiano,Mexican,Male,1915,2006
Untitled (Mz ELIKAN ELIKAN ELIKAN),Drawings,1925,Kurt Schwitters,German,Male,1887,1948
Eau Forte,Prints & Illustrated Books,1976,Pierre Alechinsky,Belgian,Male,1927,1975
Lord Goodman in His Yellow Pyjamas,Prints & Illustrated Books,1987,Lucian Freud,British,Male,1922,2011
In-text plate (folio 8 verso) from CENT COMPTINES,Prints & Illustrated Books,1924,Pierre Roy,French,Male,1880,1950
Untitled from the series EYE,Prints & Illustrated Books,1993,Grenville Davey,British,Male,1961,1975
After the Kill,Drawings,1988,Jan Hashey,American,Female,1938,1975
Soon in the Train by Escalator (Poster for London Transport),Architecture & Design,1937,László Moholy-Nagy,American,Male,1895,1946
The Solomon R. Guggenheim -- Architect's visual,Drawings,1965,Richard Hamilton,British,Male,1922,2011
Summer Haze,Prints & Illustrated Books,1962,Robert Mallary,American,Male,1917,1997
The Complete Fritz the Cat,Drawings,1976,R. Crumb,American,Male,1943,1975
"Topiary, plate 20 of 24, from the series, Self Portrait",Prints & Illustrated Books,2009,Louise Bourgeois,American,Female,1911,2010
Two Figures,Drawings,1925,Yasuo Kuniyoshi,American,Male,1889,1953
Knocked Up,Film,2007,Judd Apatow,American,Male,1967,1975
"Cartier Foundation for Contemporary Art, Paris, France, Elevation",Architecture & Design,1992,Jean Nouvel,French,Male,1945,1975
"Boutique, 93 rue Broca",Photography,1912,Eugène Atget,French,Male,1857,1927
Actualidad Grafica Panorama Artistico,Prints & Illustrated Books,1977,Various Artists,Nationality unknown,Unknown,1915,1975
Ready Made Sculpture,Fluxus Collection,1983,Klaus Groh,Polish,Unknown,1936,1975
Regen,Prints & Illustrated Books,1987,Katharina Fritsch,German,Female,1956,1975
Long Distance from Revolving Doors,Prints & Illustrated Books,1926,Man Ray (Emmanuel Radnitzky),American,Male,1890,1976
Foochow Foreign Settlement,Photography,1873,John Thomson,British,Male,1837,1921
Dodgers,Prints & Illustrated Books,1995,Jorge Pardo,American,Male,1963,1975
Plate (folio 42) from À TOUTE ÉPREUVE,Prints & Illustrated Books,1952,Joan Miró,Spanish,Male,1893,1983
Girl Reading,Drawings,1947,Henry Moore,British,Male,1898,1986
HÔTEL DE BETHUNE SULLY. 60 RUE DE VARENNE,Photography,1900,Eugène Atget,French,Male,1857,1927
Untitled (Poison) from an untitled portfolio,Prints & Illustrated Books,2005,David Shrigley,British,Male,1968,1975
Oasis Dracula,Prints & Illustrated Books,1968,Billy Al Bengston,American,Male,1934,1975
The Storm,Drawings,1974,Richard Tuttle,American,Male,1941,1975
"Plate 10 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",Prints & Illustrated Books,1962,E.L.T. (Edouard Léon Théodore) Mesens,Belgian,Male,1903,1968
"Imperial Hotel, Tokyo, Japan",Architecture & Design,1918,Frank Lloyd Wright,American,Male,1867,1959
The Saints in This World Are Watching,Drawings,2003,Bettina Sellmann,German,Female,1971,1975
Untitled,Prints & Illustrated Books,2003,Richard Tuttle,American,Male,1941,1975
Test Podura Scale Showing Exclamation Marks,Photography,1871,Joseph Janvier Woodward,American,Male,1833,1884
Marco Vase,Architecture & Design,1961,Sergio Asti,Italian,Male,1926,1975
Videy Drawing XIX,Drawings,1991,Richard Serra,American,Male,1938,1975
Untitled,Photography,1870,Unknown,Unknown,Unknown,1915,1975
Patio View from the series House Beautiful: Bringing the War Home,Photography,1969,Martha Rosler,American,Female,1943,1975
"THE BIRTH OF TCHITCHIKOV, plate LXXIX (facing page 282) from LES ÂMES MORTES",Prints & Illustrated Books,1935,Marc Chagall,French,Male,1887,1985
"Single-Person Apartment in The Dwelling of Our Time, German Building Exhibition, Berlin, Germany (Eight apartment layouts)",Architecture & Design,1931,Lilly Reich,German,Female,1885,1947
SEI ACQUAFORTI ORIGINALI,Prints & Illustrated Books,1959,Giulio Turcato,Italian,Male,1912,1995
Tailpiece (folio 24 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT,Prints & Illustrated Books,1909,André Derain,French,Male,1880,1954
Study for The Empty Room,Drawings,1964,Seymour Lipton,American,Male,1903,1986
8 Sobrevivientes (8 Survivors),Prints & Illustrated Books,1986,Eugenio Dittborn,Chilean,Male,1943,1975
Drifter: Speed of Light (for Parkett no. 58),Prints & Illustrated Books,2000,James Rosenquist,American,Male,1933,2017
Hill,Photography,1929,Sumi Sonobe,Japanese,Male,1915,1975
Untitled from Moonstrips Empire News,Prints & Illustrated Books,1967,Eduardo Paolozzi,British,Male,1924,2005
Title page from Merz 3. Kurt Schwitters 6 Lithos. Merz Portfolio. First Portfolio of the Merz Publisher (Merz 3. Kurt Schwitters 6 Lithos. Merz Mappe. Erste Mappe des Merzverlages),Prints & Illustrated Books,1923,Kurt Schwitters,German,Male,1887,1948
Fighting the Traffic in Young Girls from In Our Time: Covers for a Small Library After the Life for the Most Part,Prints & Illustrated Books,1969,R. B. Kitaj,American,Male,1932,2007
A Portable Apocalypse Ballet (Red Ring) (for Parkett no. 84),Prints & Illustrated Books,2008,Mai-Thu Perret,Swiss,Female,1976,1975
"Zoé (plate, facing page 186) from D'Ariane à Zoé",Prints & Illustrated Books,1930,Chas Laborde (Charles Laborde),French,Male,1886,1941
Variant of Bather (19th supplementary plate) from the illustrated book Non Vouloir,Prints & Illustrated Books,1942,Pablo Picasso,Spanish,Male,1881,1973
"Voor Vrede en Vrijheid, een drietal politieke opstellen door Koos, Vorrink (For Peace and Freedom, three political essays by Koos, Vorrink), Arbeiders-Jeugd-Centrale",Architecture & Design,1932,Fré Cohen,Dutch,Female,1903,1943
"COMPOSITION (in-text plate, folio 14) from TABU DADA or COURANTS D'AIR SUR LE CHEMIN DE MA VIE 1916-1921",Prints & Illustrated Books,1928,Jacques Villon,French,Male,1875,1963
WYDRN?,Media and Performance Art,2017,Martine Syms,American,Female,1988,1975
Headpiece (page 3) from LE POÈTE ASSASSINÉ,Prints & Illustrated Books,1926,Raoul Dufy,French,Male,1877,1953
The History of Her Life Written Across Her Face,Prints & Illustrated Books,1991,Margo Humphrey,American,Female,1942,1975
Eyes,Prints & Illustrated Books,1996,Louise Bourgeois,American,Female,1911,2010
Edward Steichen,Photography,1901,Gertrude Käsebier,American,Female,1852,1934
Chocolate Creams and Dollars,Prints & Illustrated Books,1992,Philip Taaffe,American,Male,1955,1975
VIEILLE MAISON RUE DOMAT,Photography,1924,Eugène Atget,French,Male,1857,1927
Fromme Kalender,Architecture & Design,1903,Koloman Moser,Austrian,Male,1868,1918
Portraits of Aubrey Beardsley,Photography,1894,Frederick H. Evans,British,Male,1853,1943
Untitled from The Old Man and the Sea,Prints & Illustrated Books,1987,John Bellany,British,Male,1942,2013
BRIE COMTE ROBERT,Photography,1923,Eugène Atget,French,Male,1857,1927
Und neues Leben Blüht aus den Ruinen (And new life flowers from the ruins),Architecture & Design,1980,Klaus Staeck,German,Male,1938,1975
Art in Our Time,Photography,1998,Fred Wilson,American,Male,1954,1975
"Toadstool and Grasses, Georgetown, Maine",Photography,1928,Paul Strand,American,Male,1890,1976
"Residencia Brisa, Col. Pedregal de San Angel, Mexico City, Mexico",Architecture & Design,1958,José Antonio Attolini Lack,Mexican,Male,1931,2012
Black Flag 1981 Tour Schedule,Prints & Illustrated Books,1981,Raymond Pettibon,American,Male,1957,1975
Crane,Prints & Illustrated Books,1928,Louis Lozowick,American,Male,1892,1973
"XI from Stacked Color Drawings, 1971",Prints & Illustrated Books,1975,Richard Tuttle,American,Male,1941,1975
Round Bar of Wood,Painting & Sculpture,1972,André Cadere,Romanian,Male,1934,1978
Come Sweet Butterflies,Prints & Illustrated Books,1957,Chaim Koppelman,American,Male,1920,2009
Name card for Toshi Ichiyanagi,Prints & Illustrated Books,1964,George Maciunas,American,Male,1931,1978
Untitled,Photography,1970,Irene Poon,American,Female,1941,1975
La Rose séparée,Prints & Illustrated Books,1972,Enrique Zañartu,Chilean,Male,1921,2000
One Hundred Sinkholes,Media and Performance Art,2014,Jenny Perlin,American,Female,1970,1975
Plate (page 203) from LES PETITES FLEURS,Prints & Illustrated Books,1928,Émile Bernard,French,Male,1868,1941
Untitled from an untitled portfolio,Prints & Illustrated Books,1926,Felipe Orlando,Cuban,Male,1911,2001
Untitled (19 January 1971),Drawings,1971,Robert Overby,American,Male,1935,1993
Untitled #26,Drawings,1991,Thomas Schütte,German,Male,1954,1975
Telehor letterhead,Architecture & Design,1930,František Kalivoda,Czech,Male,1913,1971
"Sixty Year of Living Architecture, Series 9 (Chicago, 1956)",Architecture & Design,1956,Frank Lloyd Wright,American,Male,1867,1959
Poster of the French National Railroad,Architecture & Design,1921,Album-miscellaneous,Various,Unknown,1915,1975
Untitled from Eucalyptus (Eukalyptus),Prints & Illustrated Books,1997,Jorge Pardo,American,Male,1963,1975
Flotsam (Les Épaves),Prints & Illustrated Books,1925,Georges Rouault,French,Male,1871,1958
Two Seated Women,Prints & Illustrated Books,1961,Harold Altman,American,Male,1924,2003
Viewmaster,Film,1976,George Griffin,American,Unknown,1915,1975
"SOLUTION (plate, folio 26) from DO IT YOURSELF",Prints & Illustrated Books,1967,Horst Antes,German,Male,1936,1975
"Apartment for a Married Couple in The Dwelling of our Time, German Building Exhibition, Berlin, Germany (Collapsible table. Two details of leg attachment)",Architecture & Design,1931,Lilly Reich,German,Female,1885,1947
Untitled from Full Moon in Aries (Vollmond im Widder),Prints & Illustrated Books,2004,Sigmar Polke,German,Male,1941,2010
"LAMP AND TABLE (plate, page 29) from VIVANTES, CENDRES, INNOMMÉES",Prints & Illustrated Books,1961,Alberto Giacometti,Swiss,Male,1901,1966
New York,Photography,1974,Harry Callahan,American,Male,1912,1999
"Ducks (Enten) (plate, preceding p. 129) from the periodical Das Kunstblatt, vol. 1, no. 5 (May 1917)",Prints & Illustrated Books,1917,Walther Klemm,German,Male,1883,1957
Water Middle,Drawings,2011,Paulo Monteiro,Brazilian,Male,1961,1975
